UAN,Age,State_Origin,State_Current,Occupation_Sector,Daily_Wage,Skill_Level,Scheme_Enrolled,Registration_Date
MOCK-UAN-9484-8935,25,Uttar Pradesh,Uttar Pradesh,Construction,532,Semi-skilled,None,2025-04-28
MOCK-UAN-3320-6852,49,Andhra Pradesh,Karnataka,Agriculture,421,Semi-skilled,PM-SYM,2025-04-01
MOCK-UAN-7189-2768,35,West Bengal,West Bengal,Manufacturing,478,Semi-skilled,Ayushman Bharat,2026-08-11
MOCK-UAN-6426-7406,55,Gujarat,Gujarat,Agriculture,669,Skilled,eShram,2024-10-27
MOCK-UAN-6624-3014,45,Karnataka,Tamil Nadu,Agriculture,346,Unskilled,PM-SYM,2026-02-07
MOCK-UAN-3410-8640,61,Jharkhand,Tamil Nadu,Domestic Worker,452,Semi-skilled,Ayushman Bharat,2026-01-26
MOCK-UAN-5828-1255,47,Andhra Pradesh,Jharkhand,Construction,917,Highly-skilled,Ayushman Bharat,2024-09-20
MOCK-UAN-1010-1817,34,Jharkhand,Tamil Nadu,Domestic Worker,484,Semi-skilled,PM-SYM,2026-09-15
MOCK-UAN-4223-8078,55,Bihar,Andhra Pradesh,Manufacturing,619,Skilled,eShram,2026-08-10
MOCK-UAN-7923-7539,24,Uttar Pradesh,Uttar Pradesh,Domestic Worker,644,Skilled,eShram,2026-04-15
MOCK-UAN-6283-3280,61,Maharashtra,Karnataka,Domestic Worker,481,Semi-skilled,Ayushman Bharat,2025-06-06
MOCK-UAN-7159-8158,24,Jharkhand,Gujarat,Domestic Worker,652,Skilled,None,2025-09-12
MOCK-UAN-7889-7721,47,Andhra Pradesh,Andhra Pradesh,Construction,923,Highly-skilled,PM-SYM,2025-02-05
MOCK-UAN-5954-4975,55,West Bengal,Odisha,Domestic Worker,665,Skilled,PM-SYM,2026-05-26
MOCK-UAN-9487-8540,21,Bihar,Jharkhand,Agriculture,309,Unskilled,Ayushman Bharat,2026-04-17
MOCK-UAN-6428-1997,25,Odisha,Odisha,Construction,603,Semi-skilled,PM-Kisan,2025-02-09
MOCK-UAN-9115-3234,32,Jharkhand,Tamil Nadu,Construction,915,Highly-skilled,PM-Kisan,2026-08-20
MOCK-UAN-2100-1000,27,Odisha,Odisha,Domestic Worker,386,Unskilled,eShram,2026-06-15
MOCK-UAN-7401-1911,25,Uttar Pradesh,Jharkhand,Gig Worker,709,Skilled,PM-Kisan,2026-08-13
MOCK-UAN-3018-8083,27,Andhra Pradesh,Uttar Pradesh,Gig Worker,517,Semi-skilled,None,2026-01-19
MOCK-UAN-2638-9076,41,Uttar Pradesh,Bihar,Manufacturing,875,Highly-skilled,None,2025-04-19
MOCK-UAN-7380-1180,55,Uttar Pradesh,West Bengal,Construction,633,Skilled,eShram,2026-01-07
MOCK-UAN-8509-5536,18,Jharkhand,Odisha,Gig Worker,721,Skilled,PM-Kisan,2025-10-19
MOCK-UAN-3858-3480,40,Odisha,Jharkhand,Agriculture,626,Skilled,None,2024-11-23
MOCK-UAN-8925-7168,48,Odisha,Odisha,Domestic Worker,571,Skilled,eShram,2026-08-30
MOCK-UAN-6703-7615,22,Andhra Pradesh,Maharashtra,Gig Worker,398,Unskilled,PM-SYM,2026-02-08
MOCK-UAN-8805-6302,32,Maharashtra,Jharkhand,Manufacturing,1007,Highly-skilled,PM-SYM,2024-11-17
MOCK-UAN-2875-1613,65,Bihar,Gujarat,Domestic Worker,386,Unskilled,eShram,2025-05-05
MOCK-UAN-4272-4206,34,Karnataka,Uttar Pradesh,Gig Worker,571,Semi-skilled,eShram,2025-12-03
MOCK-UAN-4150-2409,-1,Andhra Pradesh,Andhra Pradesh,Construction,501,Semi-skilled,PM-SYM,2025-02-05
MOCK-UAN-6891-7685,54,West Bengal,West Bengal,Agriculture,456,Semi-skilled,PM-Kisan,2026-06-27
MOCK-UAN-8761-9205,40,Tamil Nadu,Tamil Nadu,Domestic Worker,480,Semi-skilled,PM-SYM,2025-12-08
MOCK-UAN-7162-2161,54,Bihar,Odisha,Agriculture,248,Unskilled,PM-SYM,2026-02-07
MOCK-UAN-9856-6421,19,Maharashtra,Maharashtra,Agriculture,587,Skilled,None,2026-09-05
MOCK-UAN-3586-5719,22,West Bengal,Odisha,Domestic Worker,516,Skilled,None,2026-06-16
MOCK-UAN-5309-1491,20,Tamil Nadu,Maharashtra,Agriculture,319,Unskilled,eShram,2025-04-12
MOCK-UAN-6400-2021,33,Karnataka,Andhra Pradesh,Agriculture,332,Unskilled,None,2026-05-20
MOCK-UAN-2320-8844,26,Uttar Pradesh,Uttar Pradesh,Construction,325,Unskilled,None,2026-02-16
MOCK-UAN-6738-8069,48,Uttar Pradesh,Uttar Pradesh,Gig Worker,478,Unskilled,PM-SYM,2024-10-11
MOCK-UAN-4214-9752,56,Gujarat,Gujarat,Construction,888,Highly-skilled,PM-SYM,2025-10-16
MOCK-UAN-3051-8040,62,Gujarat,Bihar,Manufacturing,226,Unskilled,PM-Kisan,2025-09-26
MOCK-UAN-6621-8152,21,Maharashtra,Andhra Pradesh,Gig Worker,1011,Highly-skilled,PM-Kisan,2026-06-08
MOCK-UAN-1931-2255,21,Jharkhand,Tamil Nadu,Construction,702,Skilled,Ayushman Bharat,2026-05-24
MOCK-UAN-5001-5790,26,Odisha,Bihar,Construction,434,Unskilled,Ayushman Bharat,2026-03-25
MOCK-UAN-6848-4609,46,Uttar Pradesh,Uttar Pradesh,Domestic Worker,577,Skilled,eShram,2026-03-08
MOCK-UAN-6224-9870,50,Bihar,Karnataka,Domestic Worker,953,Highly-skilled,Ayushman Bharat,2024-12-04
MOCK-UAN-3246-9535,32,Uttar Pradesh,Uttar Pradesh,Gig Worker,398,Unskilled,Ayushman Bharat,2026-06-15
MOCK-UAN-8434-2871,19,Karnataka,Karnataka,Agriculture,591,Skilled,PM-Kisan,2025-10-13
MOCK-UAN-2384-1978,35,Odisha,Andhra Pradesh,Manufacturing,944,Highly-skilled,None,2024-10-30
MOCK-UAN-7214-4021,60,Gujarat,Uttar Pradesh,Construction,682,Skilled,PM-SYM,2026-05-31
MOCK-UAN-6508-5301,55,Maharashtra,Maharashtra,Agriculture,821,Highly-skilled,None,2024-11-12
MOCK-UAN-7358-5709,52,Karnataka,Odisha,Agriculture,523,Semi-skilled,None,2026-01-06
MOCK-UAN-4903-3160,18,Uttar Pradesh,Uttar Pradesh,Agriculture,369,Unskilled,eShram,2026-03-24
MOCK-UAN-7465-1632,57,Uttar Pradesh,Tamil Nadu,Domestic Worker,268,Unskilled,PM-SYM,2025-07-26
MOCK-UAN-6259-5333,29,Karnataka,West Bengal,Construction,969,Highly-skilled,PM-SYM,2025-09-17
MOCK-UAN-4569-7694,-1,Odisha,Odisha,Agriculture,624,Skilled,PM-SYM,2025-05-28
MOCK-UAN-9108-3084,32,Jharkhand,Andhra Pradesh,Gig Worker,413,Unskilled,PM-SYM,2025-03-22
MOCK-UAN-8214-6199,20,West Bengal,West Bengal,Construction,622,Skilled,Ayushman Bharat,2024-10-01
MOCK-UAN-6789-9854,63,Andhra Pradesh,Andhra Pradesh,Agriculture,266,Unskilled,PM-SYM,2026-02-16
MOCK-UAN-9372-2268,33,Maharashtra,Gujarat,Manufacturing,16755,Unskilled,None,2025-06-26
MOCK-UAN-6902-6488,44,Tamil Nadu,Uttar Pradesh,Domestic Worker,358,Unskilled,eShram,2026-06-01
MOCK-UAN-2740-4464,38,West Bengal,West Bengal,Domestic Worker,627,Skilled,eShram,2025-10-07
MOCK-UAN-1534-3458,42,Bihar,Bihar,Gig Worker,981,Highly-skilled,PM-Kisan,2025-01-17
MOCK-UAN-9646-1842,56,Karnataka,Karnataka,Domestic Worker,938,Highly-skilled,Ayushman Bharat,2025-04-11
MOCK-UAN-4982-6930,32,Karnataka,Bihar,Gig Worker,857,Highly-skilled,None,2026-05-21
MOCK-UAN-8932-4774,46,Gujarat,Jharkhand,Domestic Worker,507,Semi-skilled,None,2026-08-06
MOCK-UAN-3263-5264,36,Tamil Nadu,Bihar,Manufacturing,813,Highly-skilled,PM-Kisan,2025-02-13
MOCK-UAN-4245-3947,47,Andhra Pradesh,Karnataka,Agriculture,881,Highly-skilled,PM-SYM,2025-01-22
MOCK-UAN-8068-1392,62,Jharkhand,Jharkhand,Gig Worker,944,Highly-skilled,None,2026-06-10
MOCK-UAN-2950-6518,39,Odisha,Odisha,Construction,285,Unskilled,PM-SYM,2025-09-13
MOCK-UAN-7699-8368,65,Gujarat,West Bengal,Gig Worker,608,Semi-skilled,PM-Kisan,2026-06-19
MOCK-UAN-7060-8430,42,Tamil Nadu,Odisha,Domestic Worker,576,Skilled,PM-SYM,2025-05-10
MOCK-UAN-6588-1791,54,West Bengal,West Bengal,Domestic Worker,917,Highly-skilled,Ayushman Bharat,2025-08-11
MOCK-UAN-3923-3346,20,Maharashtra,Tamil Nadu,Domestic Worker,597,Skilled,PM-SYM,2025-09-05
MOCK-UAN-2942-5716,35,Karnataka,Jharkhand,Agriculture,623,Skilled,PM-Kisan,2025-01-01
MOCK-UAN-5565-3310,24,Maharashtra,Odisha,Gig Worker,403,Unskilled,PM-Kisan,2024-10-25
MOCK-UAN-9844-9813,30,Andhra Pradesh,Bihar,Agriculture,385,Semi-skilled,Ayushman Bharat,2026-04-22
MOCK-UAN-8288-9534,26,Karnataka,Bihar,Construction,999,Highly-skilled,None,2026-02-02
MOCK-UAN-3241-5562,64,Bihar,Bihar,Construction,475,Semi-skilled,PM-SYM,2025-05-15
MOCK-UAN-9402-2213,63,Tamil Nadu,Tamil Nadu,Construction,872,Highly-skilled,PM-SYM,2026-09-07
MOCK-UAN-6202-4119,53,Andhra Pradesh,Andhra Pradesh,Construction,478,Semi-skilled,eShram,2026-05-08
MOCK-UAN-4607-4205,34,Karnataka,Jharkhand,Manufacturing,675,Skilled,eShram,2025-04-06
MOCK-UAN-2453-9459,64,Maharashtra,Bihar,Manufacturing,492,Semi-skilled,eShram,2024-10-24
MOCK-UAN-5310-7230,58,Odisha,Tamil Nadu,Manufacturing,432,Semi-skilled,Ayushman Bharat,2025-05-10
MOCK-UAN-8947-9031,58,Gujarat,Odisha,Manufacturing,582,Skilled,PM-SYM,2025-05-15
MOCK-UAN-6331-5053,60,Gujarat,West Bengal,Agriculture,283,Unskilled,Ayushman Bharat,2026-08-29
MOCK-UAN-3098-8925,49,Odisha,Maharashtra,Construction,753,Skilled,Ayushman Bharat,2026-02-16
MOCK-UAN-7701-1996,53,Tamil Nadu,Gujarat,Manufacturing,919,Highly-skilled,None,2025-11-24
MOCK-UAN-1895-5396,49,Maharashtra,Andhra Pradesh,Agriculture,921,Highly-skilled,None,2025-04-29
MOCK-UAN-3728-9782,31,Bihar,Bihar,Domestic Worker,651,Skilled,eShram,2026-05-27
MOCK-UAN-1345-7212,23,Tamil Nadu,Tamil Nadu,Domestic Worker,311,Unskilled,PM-SYM,2026-02-28
MOCK-UAN-9773-4251,28,West Bengal,Maharashtra,Agriculture,437,Semi-skilled,Ayushman Bharat,2025-08-20
MOCK-UAN-5074-1223,20,Andhra Pradesh,Andhra Pradesh,Domestic Worker,290,Unskilled,PM-Kisan,2025-10-27
MOCK-UAN-1692-3571,36,Uttar Pradesh,Maharashtra,Construction,646,Skilled,PM-SYM,2025-10-06
MOCK-UAN-3149-5423,23,Bihar,Karnataka,Construction,348,Unskilled,PM-Kisan,2026-05-27
MOCK-UAN-2565-7408,30,Odisha,Odisha,Agriculture,936,Highly-skilled,PM-Kisan,2024-10-08
MOCK-UAN-8518-4320,24,Uttar Pradesh,Uttar Pradesh,Domestic Worker,902,Highly-skilled,None,2025-07-10
MOCK-UAN-4641-7657,53,Uttar Pradesh,Odisha,Domestic Worker,486,Semi-skilled,None,2024-10-02
MOCK-UAN-7449-7106,52,Bihar,Andhra Pradesh,Manufacturing,445,Semi-skilled,None,2025-09-28
MOCK-UAN-2785-6089,39,Jharkhand,Jharkhand,Construction,353,Unskilled,PM-Kisan,2025-03-07
MOCK-UAN-9025-5095,23,Jharkhand,West Bengal,Domestic Worker,350,Semi-skilled,PM-SYM,2026-02-02
MOCK-UAN-6102-6535,27,Andhra Pradesh,Karnataka,Construction,695,Skilled,eShram,2026-04-13
MOCK-UAN-9938-9188,38,Maharashtra,West Bengal,Domestic Worker,317,Unskilled,PM-SYM,2025-11-24
MOCK-UAN-7155-3085,18,Jharkhand,Bihar,Gig Worker,2500,Highly-skilled,None,2025-05-06
MOCK-UAN-9594-8982,26,West Bengal,Andhra Pradesh,Agriculture,155,Unskilled,None,2025-07-13
MOCK-UAN-5441-9560,38,Odisha,Odisha,Domestic Worker,554,Semi-skilled,eShram,2025-07-09
MOCK-UAN-4349-7082,51,Odisha,Karnataka,Gig Worker,693,Skilled,eShram,2025-03-02
MOCK-UAN-8763-1160,38,Gujarat,West Bengal,Construction,405,Unskilled,Ayushman Bharat,2026-06-15
MOCK-UAN-6423-2551,21,Odisha,Jharkhand,Construction,598,Skilled,PM-Kisan,2025-05-04
MOCK-UAN-1231-4156,35,Uttar Pradesh,Uttar Pradesh,Manufacturing,16413,Skilled,Ayushman Bharat,2026-06-16
MOCK-UAN-5173-9864,59,Maharashtra,Jharkhand,Construction,447,Semi-skilled,Ayushman Bharat,2025-03-16
MOCK-UAN-2676-3075,51,Odisha,Odisha,Manufacturing,568,Skilled,PM-Kisan,2026-05-14
MOCK-UAN-8756-4429,28,Andhra Pradesh,Andhra Pradesh,Gig Worker,495,Unskilled,PM-Kisan,2025-04-11
MOCK-UAN-2274-1855,26,West Bengal,West Bengal,Manufacturing,890,Highly-skilled,Ayushman Bharat,2025-07-21
MOCK-UAN-2921-4944,53,Gujarat,Karnataka,Manufacturing,610,Skilled,Ayushman Bharat,2026-03-03
MOCK-UAN-2281-4504,28,Uttar Pradesh,Uttar Pradesh,Manufacturing,943,Highly-skilled,None,2026-08-27
MOCK-UAN-2970-8133,59,Tamil Nadu,Gujarat,Manufacturing,624,Skilled,None,2025-04-21
MOCK-UAN-4129-7266,41,Jharkhand,Jharkhand,Construction,507,Semi-skilled,None,2025-09-19
MOCK-UAN-1091-6085,39,Bihar,Bihar,Agriculture,318,Unskilled,PM-Kisan,2025-06-16
MOCK-UAN-7525-1719,62,Uttar Pradesh,Andhra Pradesh,Domestic Worker,420,Unskilled,None,2026-05-30
MOCK-UAN-9033-3847,48,West Bengal,West Bengal,Construction,647,Skilled,PM-SYM,2026-06-04
MOCK-UAN-3509-3898,26,Bihar,Jharkhand,Construction,960,Highly-skilled,PM-SYM,2025-04-21
MOCK-UAN-1273-6450,61,Tamil Nadu,Tamil Nadu,Gig Worker,752,Skilled,PM-Kisan,2024-09-29
MOCK-UAN-7605-7821,60,Andhra Pradesh,Odisha,Gig Worker,755,Skilled,PM-SYM,2025-03-10
MOCK-UAN-5514-4255,-3,West Bengal,Andhra Pradesh,Agriculture,659,Skilled,PM-Kisan,2025-06-27
MOCK-UAN-2410-8585,23,Bihar,Bihar,Gig Worker,431,Unskilled,eShram,2025-08-06
MOCK-UAN-1329-3774,18,Maharashtra,Maharashtra,Manufacturing,242,Unskilled,eShram,2025-07-27
MOCK-UAN-4130-3174,37,Andhra Pradesh,Tamil Nadu,Gig Worker,781,Skilled,eShram,2026-04-16
MOCK-UAN-4702-4084,35,Maharashtra,Tamil Nadu,Agriculture,842,Highly-skilled,Ayushman Bharat,2024-12-18
MOCK-UAN-6957-6715,59,West Bengal,Jharkhand,Construction,965,Highly-skilled,eShram,2026-03-19
MOCK-UAN-8108-6683,59,Uttar Pradesh,Odisha,Domestic Worker,562,Skilled,PM-SYM,2026-02-22
MOCK-UAN-5230-4575,47,Uttar Pradesh,Bihar,Domestic Worker,446,Semi-skilled,None,2025-02-05
MOCK-UAN-6291-7099,54,Gujarat,Gujarat,Construction,666,Skilled,PM-SYM,2026-06-21
MOCK-UAN-1129-3600,44,Karnataka,Bihar,Gig Worker,716,Skilled,Ayushman Bharat,2025-02-28
MOCK-UAN-4050-1356,46,Odisha,Gujarat,Manufacturing,921,Highly-skilled,eShram,2025-05-31
MOCK-UAN-6535-8906,61,Gujarat,Maharashtra,Domestic Worker,380,Unskilled,None,2025-11-25
MOCK-UAN-7565-1467,28,West Bengal,Uttar Pradesh,Domestic Worker,472,Semi-skilled,PM-Kisan,2025-04-03
MOCK-UAN-6067-3317,40,Karnataka,West Bengal,Construction,487,Semi-skilled,eShram,2025-03-10
MOCK-UAN-2316-4024,33,Maharashtra,Uttar Pradesh,Gig Worker,748,Skilled,PM-SYM,2026-05-18
MOCK-UAN-7456-4481,48,Gujarat,Gujarat,Gig Worker,459,Unskilled,None,2025-01-24
MOCK-UAN-3187-7551,38,Uttar Pradesh,Uttar Pradesh,Manufacturing,838,Highly-skilled,PM-Kisan,2024-11-27
MOCK-UAN-1440-4632,56,Jharkhand,Jharkhand,Agriculture,629,Skilled,Ayushman Bharat,2026-02-10
MOCK-UAN-7523-2265,59,Maharashtra,Uttar Pradesh,Construction,535,Semi-skilled,Ayushman Bharat,2025-06-06
MOCK-UAN-7974-3469,36,Uttar Pradesh,West Bengal,Construction,635,Skilled,None,2026-05-26
MOCK-UAN-2353-6673,61,Bihar,Bihar,Manufacturing,368,Unskilled,eShram,2025-06-15
MOCK-UAN-1189-8964,59,Gujarat,Andhra Pradesh,Agriculture,892,Highly-skilled,Ayushman Bharat,2025-06-12
MOCK-UAN-8758-6489,52,Tamil Nadu,Jharkhand,Manufacturing,906,Highly-skilled,PM-SYM,2025-04-17
MOCK-UAN-8454-8125,21,Karnataka,Bihar,Manufacturing,891,Highly-skilled,Ayushman Bharat,2024-11-05
MOCK-UAN-7050-5134,45,Tamil Nadu,Tamil Nadu,Construction,650,Skilled,eShram,2025-07-12
MOCK-UAN-1287-8319,38,Uttar Pradesh,Uttar Pradesh,Domestic Worker,245,Unskilled,Ayushman Bharat,2024-10-22
MOCK-UAN-7491-5073,29,Bihar,Maharashtra,Gig Worker,927,Highly-skilled,None,2025-06-23
MOCK-UAN-8504-4999,64,West Bengal,Andhra Pradesh,Construction,729,Skilled,Ayushman Bharat,2026-05-17
MOCK-UAN-2290-6534,58,Uttar Pradesh,Andhra Pradesh,Gig Worker,657,Skilled,PM-SYM,2025-12-02
MOCK-UAN-4139-5275,37,Odisha,Maharashtra,Construction,600,Skilled,PM-Kisan,2026-01-12
MOCK-UAN-8158-5502,65,Jharkhand,Andhra Pradesh,Domestic Worker,792,Highly-skilled,eShram,2026-08-10
MOCK-UAN-1082-7671,31,Andhra Pradesh,Andhra Pradesh,Gig Worker,668,Skilled,Ayushman Bharat,2026-01-01
MOCK-UAN-6212-2591,32,Maharashtra,Gujarat,Gig Worker,333,Unskilled,PM-Kisan,2025-07-06
MOCK-UAN-8547-7893,58,Odisha,Gujarat,Manufacturing,382,Unskilled,Ayushman Bharat,2025-08-29
MOCK-UAN-8280-3486,47,Karnataka,Jharkhand,Manufacturing,16465,Skilled,None,2024-10-18
MOCK-UAN-2287-8971,53,Tamil Nadu,Odisha,Agriculture,565,Skilled,Ayushman Bharat,2025-08-03
MOCK-UAN-8657-1484,27,Odisha,Tamil Nadu,Domestic Worker,1012,Highly-skilled,None,2024-10-08
MOCK-UAN-5651-9040,33,Gujarat,Gujarat,Gig Worker,1049,Highly-skilled,PM-Kisan,2026-04-04
MOCK-UAN-5740-3926,28,Gujarat,Tamil Nadu,Gig Worker,983,Highly-skilled,PM-Kisan,2025-06-27
MOCK-UAN-6950-2730,60,Tamil Nadu,Odisha,Manufacturing,325,Semi-skilled,None,2026-02-03
MOCK-UAN-5690-8363,28,Jharkhand,Andhra Pradesh,Domestic Worker,714,Skilled,None,2026-05-19
MOCK-UAN-7850-7852,44,Maharashtra,Maharashtra,Domestic Worker,380,Semi-skilled,eShram,2026-06-01
MOCK-UAN-2319-7697,19,Tamil Nadu,Tamil Nadu,Gig Worker,917,Highly-skilled,PM-SYM,2025-06-17
MOCK-UAN-4162-3644,47,Tamil Nadu,Tamil Nadu,Gig Worker,601,Semi-skilled,None,2026-09-14
MOCK-UAN-6287-3173,36,Bihar,Bihar,Gig Worker,1121,Highly-skilled,None,2025-05-23
MOCK-UAN-8268-4963,29,Karnataka,Bihar,Domestic Worker,669,Skilled,eShram,2025-05-23
MOCK-UAN-2144-1112,65,Andhra Pradesh,Andhra Pradesh,Manufacturing,928,Highly-skilled,None,2024-11-26
MOCK-UAN-5260-9803,25,Odisha,Odisha,Domestic Worker,329,Unskilled,None,2026-01-20
MOCK-UAN-1979-5799,43,Andhra Pradesh,Odisha,Manufacturing,942,Highly-skilled,PM-SYM,2025-06-25
MOCK-UAN-2831-3768,41,Gujarat,Gujarat,Gig Worker,587,Semi-skilled,None,2025-04-18
MOCK-UAN-6407-2213,47,Karnataka,Karnataka,Agriculture,614,Skilled,Ayushman Bharat,2026-08-21
MOCK-UAN-8378-5225,54,Uttar Pradesh,Jharkhand,Gig Worker,705,Skilled,PM-SYM,2025-04-29
MOCK-UAN-6942-5771,37,Jharkhand,Tamil Nadu,Manufacturing,896,Highly-skilled,Ayushman Bharat,2025-02-20
MOCK-UAN-3106-3400,56,Uttar Pradesh,Uttar Pradesh,Agriculture,412,Semi-skilled,PM-SYM,2025-04-19
MOCK-UAN-3430-1197,34,Tamil Nadu,Tamil Nadu,Domestic Worker,885,Highly-skilled,None,2026-06-10
MOCK-UAN-6639-3553,55,West Bengal,Tamil Nadu,Manufacturing,815,Highly-skilled,eShram,2026-03-06
MOCK-UAN-8929-7223,18,Bihar,Tamil Nadu,Gig Worker,545,Semi-skilled,eShram,2025-06-26
MOCK-UAN-2959-4226,40,Karnataka,Andhra Pradesh,Domestic Worker,400,Semi-skilled,eShram,2025-09-22
MOCK-UAN-7528-2619,39,West Bengal,Odisha,Domestic Worker,244,Unskilled,PM-SYM,2025-12-16
MOCK-UAN-5062-5009,34,Jharkhand,Jharkhand,Gig Worker,558,Semi-skilled,None,2025-06-09
MOCK-UAN-2496-4113,64,Bihar,Bihar,Gig Worker,769,Skilled,PM-SYM,2025-04-15
MOCK-UAN-8819-8606,24,West Bengal,West Bengal,Construction,695,Skilled,PM-SYM,2025-04-04
MOCK-UAN-8240-2366,48,Maharashtra,Uttar Pradesh,Domestic Worker,821,Highly-skilled,Ayushman Bharat,2025-04-24
MOCK-UAN-8252-4191,55,Odisha,Odisha,Construction,600,Skilled,None,2026-05-23
MOCK-UAN-3892-6384,50,Karnataka,Uttar Pradesh,Agriculture,497,Semi-skilled,Ayushman Bharat,2025-06-23
MOCK-UAN-9242-6059,58,Karnataka,Jharkhand,Manufacturing,250,Unskilled,Ayushman Bharat,2026-02-18
MOCK-UAN-3672-3929,22,Gujarat,Gujarat,Construction,938,Highly-skilled,Ayushman Bharat,2026-06-30
MOCK-UAN-3992-4171,24,Maharashtra,Odisha,Agriculture,627,Skilled,PM-Kisan,2025-06-07
MOCK-UAN-3532-6304,28,Maharashtra,Maharashtra,Gig Worker,501,Semi-skilled,PM-Kisan,2025-06-20
MOCK-UAN-7830-5413,32,Uttar Pradesh,Tamil Nadu,Agriculture,455,Semi-skilled,Ayushman Bharat,2025-08-22
MOCK-UAN-6166-8368,37,Gujarat,Karnataka,Construction,883,Highly-skilled,PM-SYM,2025-11-07
MOCK-UAN-3292-8485,35,Andhra Pradesh,Andhra Pradesh,Gig Worker,4,Semi-skilled,Ayushman Bharat,2025-07-13
MOCK-UAN-1387-6273,14,Gujarat,Odisha,Gig Worker,2500,Highly-skilled,PM-Kisan,2026-02-12
MOCK-UAN-5488-2750,16,Maharashtra,West Bengal,Domestic Worker,2500,Highly-skilled,PM-SYM,2026-07-22
MOCK-UAN-8979-5093,35,Odisha,Andhra Pradesh,Construction,372,Unskilled,Ayushman Bharat,2025-06-24
MOCK-UAN-8178-5656,-2,Karnataka,Bihar,Agriculture,899,Highly-skilled,eShram,2025-02-16
MOCK-UAN-4276-2441,46,Maharashtra,Odisha,Agriculture,627,Skilled,PM-SYM,2025-02-05
MOCK-UAN-2114-6143,41,Karnataka,Karnataka,Gig Worker,561,Semi-skilled,Ayushman Bharat,2026-01-07
MOCK-UAN-6934-6456,30,Uttar Pradesh,Andhra Pradesh,Gig Worker,468,Unskilled,None,2025-11-26
MOCK-UAN-8968-1786,51,Andhra Pradesh,Andhra Pradesh,Domestic Worker,606,Skilled,PM-SYM,2026-04-17
MOCK-UAN-1525-9261,38,West Bengal,Tamil Nadu,Construction,328,Unskilled,PM-Kisan,2024-12-18
MOCK-UAN-2840-9712,28,West Bengal,West Bengal,Construction,956,Highly-skilled,PM-Kisan,2026-07-12
MOCK-UAN-2197-8060,35,Karnataka,Jharkhand,Agriculture,327,Unskilled,eShram,2026-07-10
MOCK-UAN-8439-9646,62,Gujarat,Gujarat,Manufacturing,602,Skilled,PM-SYM,2026-06-15
MOCK-UAN-1309-1139,32,Tamil Nadu,Uttar Pradesh,Gig Worker,702,Skilled,PM-Kisan,2025-12-27
MOCK-UAN-4282-6810,63,Odisha,Jharkhand,Gig Worker,664,Skilled,eShram,2026-04-18
MOCK-UAN-6710-2134,38,Tamil Nadu,Tamil Nadu,Gig Worker,516,Semi-skilled,Ayushman Bharat,2025-03-01
MOCK-UAN-5441-4817,31,Tamil Nadu,West Bengal,Construction,879,Highly-skilled,PM-SYM,2025-12-13
MOCK-UAN-4417-7232,21,Karnataka,Maharashtra,Gig Worker,1087,Highly-skilled,PM-Kisan,2026-06-19
MOCK-UAN-9462-2993,28,Maharashtra,West Bengal,Domestic Worker,537,Skilled,Ayushman Bharat,2026-06-12
MOCK-UAN-8831-5182,-4,Bihar,Bihar,Construction,315,Unskilled,None,2025-11-19
MOCK-UAN-2639-6811,41,Uttar Pradesh,Uttar Pradesh,Manufacturing,564,Skilled,eShram,2025-05-01
MOCK-UAN-5500-6296,20,Jharkhand,Jharkhand,Gig Worker,444,Unskilled,eShram,2025-04-02
MOCK-UAN-4437-5801,41,Odisha,Jharkhand,Manufacturing,435,Semi-skilled,eShram,2026-02-28
MOCK-UAN-3975-6981,25,Jharkhand,Uttar Pradesh,Agriculture,962,Highly-skilled,Ayushman Bharat,2025-06-13
MOCK-UAN-1466-1423,39,Andhra Pradesh,Andhra Pradesh,Construction,466,Semi-skilled,None,2024-11-01
MOCK-UAN-9604-3781,28,Bihar,Uttar Pradesh,Construction,963,Highly-skilled,PM-SYM,2025-01-08
MOCK-UAN-8609-7800,52,Karnataka,Andhra Pradesh,Agriculture,858,Highly-skilled,None,2025-06-22
MOCK-UAN-2579-8828,49,Odisha,Maharashtra,Domestic Worker,557,Semi-skilled,eShram,2025-05-03
MOCK-UAN-2553-7616,36,Odisha,Maharashtra,Agriculture,390,Semi-skilled,Ayushman Bharat,2025-08-17
MOCK-UAN-8571-9518,51,Odisha,Odisha,Agriculture,465,Semi-skilled,Ayushman Bharat,2025-11-21
MOCK-UAN-3379-1560,65,Gujarat,Gujarat,Gig Worker,581,Semi-skilled,PM-SYM,2025-02-08
MOCK-UAN-4896-3652,43,Tamil Nadu,West Bengal,Manufacturing,620,Skilled,eShram,2026-06-20
MOCK-UAN-7646-8407,31,Karnataka,Karnataka,Domestic Worker,890,Highly-skilled,PM-SYM,2025-06-28
MOCK-UAN-9429-6527,39,Jharkhand,West Bengal,Domestic Worker,893,Highly-skilled,PM-SYM,2026-07-31
MOCK-UAN-9504-5306,22,Tamil Nadu,Andhra Pradesh,Domestic Worker,452,Semi-skilled,PM-SYM,2025-05-05
MOCK-UAN-2820-2970,53,Uttar Pradesh,Gujarat,Agriculture,892,Highly-skilled,None,2026-04-04
MOCK-UAN-2359-9269,-2,Gujarat,Gujarat,Domestic Worker,498,Semi-skilled,eShram,2026-08-12
MOCK-UAN-1273-4255,64,Tamil Nadu,Jharkhand,Domestic Worker,410,Unskilled,PM-Kisan,2025-09-21
